35000041,"OFICIAL, INCLUSIVE ES E ENCARGOS COMPLEMENTARES",H,0.1857,65000360,Norte
35000041,"OFICIAL, INCLUSIVE ES E ENCARGOS COMPLEMENTARES",H,0.1857,65000360,Norte
35000044,"SERVENTE, INCLUSIVE ES E ENCARGOS COMPLEMENTARES",H,0.1857,65000360,Norte
35000044,"SERVENTE, INCLUSIVE ES E ENCARGOS COMPLEMENTARES",H,0.1857,65000360,Norte
65000084,"ARGAMASSA DE CIMENTO E AREIA, TRACO 1:3",M3,1,65000360,Norte
65000084,"ARGAMASSA DE CIMENTO E AREIA, TRACO 1:3",M3,1,65000360,Norte
35000041,"OFICIAL, INCLUSIVE ES E ENCARGOS COMPLEMENTARES",H,0.2601,65000361,Norte
35000041,"OFICIAL, INCLUSIVE ES E ENCARGOS COMPLEMENTARES",H,0.2601,65000361,Norte
35000044,"SERVENTE, INCLUSIVE ES E ENCARGOS COMPLEMENTARES",H,0.2601,65000361,Norte
35000044,"SERVENTE, INCLUSIVE ES E ENCARGOS COMPLEMENTARES",H,0.2601,65000361,Norte
65000084,"ARGAMASSA DE CIMENTO E AREIA, TRACO 1:3",M3,2,65000361,Norte
65000084,"ARGAMASSA DE CIMENTO E AREIA, TRACO 1:3",M3,2,65000361,Norte
35000041,"OFICIAL, INCLUSIVE ES E ENCARGOS COMPLEMENTARES",H,0.3,65000362,Norte
35000041,"OFICIAL, INCLUSIVE ES E ENCARGOS COMPLEMENTARES",H,0.3,65000362,Norte
35000044,"SERVENTE, INCLUSIVE ES E ENCARGOS COMPLEMENTARES",H,0.3,65000362,Norte
35000044,"SERVENTE, INCLUSIVE ES E ENCARGOS COMPLEMENTARES",H,0.3,65000362,Norte
65000084,"ARGAMASSA DE CIMENTO E AREIA, TRACO 1:3",M3,3,65000362,Norte
65000084,"ARGAMASSA DE CIMENTO E AREIA, TRACO 1:3",M3,3,65000362,Norte
35000041,"OFICIAL, INCLUSIVE ES E ENCARGOS COMPLEMENTARES",H,0.12,65000369,Norte
35000041,"OFICIAL, INCLUSIVE ES E ENCARGOS COMPLEMENTARES",H,0.12,65000369,Norte
35000044,"SERVENTE, INCLUSIVE ES E ENCARGOS COMPLEMENTARES",H,0.2,65000369,Norte
35000044,"SERVENTE, INCLUSIVE ES E ENCARGOS COMPLEMENTARES",H,0.2,65000369,Norte
35000041,"OFICIAL, INCLUSIVE ES E ENCARGOS COMPLEMENTARES",H,0.14,65000370,Norte
35000041,"OFICIAL, INCLUSIVE ES E ENCARGOS COMPLEMENTARES",H,0.14,65000370,Norte
35000044,"SERVENTE, INCLUSIVE ES E ENCARGOS COMPLEMENTARES",H,0.3,65000370,Norte
35000044,"SERVENTE, INCLUSIVE ES E ENCARGOS COMPLEMENTARES",H,0.3,65000370,Norte
35000041,"OFICIAL, INCLUSIVE ES E ENCARGOS COMPLEMENTARES",H,0.18,65000371,Norte
35000041,"OFICIAL, INCLUSIVE ES E ENCARGOS COMPLEMENTARES",H,0.18,65000371,Norte
35000044,"SERVENTE, INCLUSIVE ES E ENCARGOS COMPLEMENTARES",H,0.4,65000371,Norte
35000044,"SERVENTE, INCLUSIVE ES E ENCARGOS COMPLEMENTARES",H,0.4,65000371,Norte
35000041,"OFICIAL, INCLUSIVE ES E ENCARGOS COMPLEMENTARES",H,0.24,65000372,Norte
35000041,"OFICIAL, INCLUSIVE ES E ENCARGOS COMPLEMENTARES",H,0.24,65000372,Norte
35000044,"SERVENTE, INCLUSIVE ES E ENCARGOS COMPLEMENTARES",H,0.5,65000372,Norte
35000044,"SERVENTE, INCLUSIVE ES E ENCARGOS COMPLEMENTARES",H,0.5,65000372,Norte
35000041,"OFICIAL, INCLUSIVE ES E ENCARGOS COMPLEMENTARES",H,0.32,65000373,Norte
35000041,"OFICIAL, INCLUSIVE ES E ENCARGOS COMPLEMENTARES",H,0.32,65000373,Norte
35000044,"SERVENTE, INCLUSIVE ES E ENCARGOS COMPLEMENTARES",H,0.6,65000373,Norte
35000044,"SERVENTE, INCLUSIVE ES E ENCARGOS COMPLEMENTARES",H,0.6,65000373,Norte
35000041,"OFICIAL, INCLUSIVE ES E ENCARGOS COMPLEMENTARES",H,1.4,65000409,Norte
35000041,"OFICIAL, INCLUSIVE ES E ENCARGOS COMPLEMENTARES",H,1.4,65000409,Norte
35000044,"SERVENTE, INCLUSIVE ES E ENCARGOS COMPLEMENTARES",H,2.8,65000409,Norte
35000044,"SERVENTE, INCLUSIVE ES E ENCARGOS COMPLEMENTARES",H,2.8,65000409,Norte
65000084,"ARGAMASSA DE CIMENTO E AREIA, TRACO 1:3",M3,0.0182,65000409,Norte
65000084,"ARGAMASSA DE CIMENTO E AREIA, TRACO 1:3",M3,0.0182,65000409,Norte
65000981,"CAMINHAO COM CARROCERIA FIXA E GUINDAUTO PARA ICAMENTO DE CARGA DE ATE 5,5 TM (INCLUSIVE MOTORISTA) - H. PRODUTIVA",H,196,65000409,Norte
65000981,"CAMINHAO COM CARROCERIA FIXA E GUINDAUTO PARA ICAMENTO DE CARGA DE ATE 5,5 TM (INCLUSIVE MOTORISTA) - H. PRODUTIVA",H,196,65000409,Norte
35000041,"OFICIAL, INCLUSIVE ES E ENCARGOS COMPLEMENTARES",H,2,65000410,Norte
35000041,"OFICIAL, INCLUSIVE ES E ENCARGOS COMPLEMENTARES",H,2,65000410,Norte
35000044,"SERVENTE, INCLUSIVE ES E ENCARGOS COMPLEMENTARES",H,4,65000410,Norte
35000044,"SERVENTE, INCLUSIVE ES E ENCARGOS COMPLEMENTARES",H,4,65000410,Norte
65000084,"ARGAMASSA DE CIMENTO E AREIA, TRACO 1:3",M3,0.0304,65000410,Norte
65000084,"ARGAMASSA DE CIMENTO E AREIA, TRACO 1:3",M3,0.0304,65000410,Norte
65000981,"CAMINHAO COM CARROCERIA FIXA E GUINDAUTO PARA ICAMENTO DE CARGA DE ATE 5,5 TM (INCLUSIVE MOTORISTA) - H. PRODUTIVA",H,0.24,65000410,Norte
