65000360,"ASSENTAMENTO DE MANILHAS E CONEXOES CERAMICAS, JUNTA DE ARGAMASSA, DIAMETRO = 100 MM",ASSENTAMENTOS
65000361,"ASSENTAMENTO DE MANILHAS E CONEXOES CERAMICAS, JUNTA DE ARGAMASSA, DIAMETRO = 150 MM",ASSENTAMENTOS
65000362,"ASSENTAMENTO DE MANILHAS E CONEXOES CERAMICAS, JUNTA DE ARGAMASSA, DIAMETRO = 200 MM",ASSENTAMENTOS
65000369,"ASSENTAMENTO DE MANILHAS E CONEXOES CERAMICAS, JUNTA ELASTICA, DN 100",ASSENTAMENTOS
65000370,"ASSENTAMENTO DE MANILHAS E CONEXOES CERAMICAS, JUNTA ELASTICA, DN 150",ASSENTAMENTOS
65000371,"ASSENTAMENTO DE MANILHAS E CONEXOES CERAMICAS, JUNTA ELASTICA, DN 200",ASSENTAMENTOS
65000372,"ASSENTAMENTO DE MANILHAS E CONEXOES CERAMICAS, JUNTA ELASTICA, DN 250",ASSENTAMENTOS
65000373,"ASSENTAMENTO DE MANILHAS E CONEXOES CERAMICAS, JUNTA ELASTICA, DN 300",ASSENTAMENTOS
65000409,"ASSENTAMENTO DE TUBOS DE CONCRETO, SIMPLES OU ARMADO, JUNTA DE ARGAMASSA, DIAMETRO = 1000 MM",ASSENTAMENTOS
65000410,"ASSENTAMENTO DE TUBOS DE CONCRETO, SIMPLES OU ARMADO, JUNTA DE ARGAMASSA, DIAMETRO = 1200 MM",ASSENTAMENTOS
65000411,"ASSENTAMENTO DE TUBOS DE CONCRETO, SIMPLES OU ARMADO, JUNTA DE ARGAMASSA, DIAMETRO = 1500 MM",ASSENTAMENTOS
65000404,"ASSENTAMENTO DE TUBOS DE CONCRETO, SIMPLES OU ARMADO, JUNTA DE ARGAMASSA, DIAMETRO = 300 MM",ASSENTAMENTOS
65000405,"ASSENTAMENTO DE TUBOS DE CONCRETO, SIMPLES OU ARMADO, JUNTA DE ARGAMASSA, DIAMETRO = 400 MM",ASSENTAMENTOS
65000406,"ASSENTAMENTO DE TUBOS DE CONCRETO, SIMPLES OU ARMADO, JUNTA DE ARGAMASSA, DIAMETRO = 500 MM",ASSENTAMENTOS
65000407,"ASSENTAMENTO DE TUBOS DE CONCRETO, SIMPLES OU ARMADO, JUNTA DE ARGAMASSA, DIAMETRO = 600 MM",ASSENTAMENTOS
65003647,"ASSENTAMENTO DE TUBOS DE CONCRETO, SIMPLES OU ARMADO, JUNTA DE ARGAMASSA, DIAMETRO = 700 MM",ASSENTAMENTOS
65000408,"ASSENTAMENTO DE TUBOS DE CONCRETO, SIMPLES OU ARMADO, JUNTA DE ARGAMASSA, DIAMETRO = 800 MM",ASSENTAMENTOS
65000417,"ASSENTAMENTO DE TUBOS DE CONCRETO, SIMPLES OU ARMADO, JUNTA ELASTICA, DIAMETRO = 1000 MM",ASSENTAMENTOS
65000418,"ASSENTAMENTO DE TUBOS DE CONCRETO, SIMPLES OU ARMADO, JUNTA ELASTICA, DIAMETRO = 1200 MM",ASSENTAMENTOS
65000412,"ASSENTAMENTO DE TUBOS DE CONCRETO, SIMPLES OU ARMADO, JUNTA ELASTICA, DIAMETRO = 300 MM",ASSENTAMENTOS
65000413,"ASSENTAMENTO DE TUBOS DE CONCRETO, SIMPLES OU ARMADO, JUNTA ELASTICA, DIAMETRO = 400 MM",ASSENTAMENTOS
65000414,"ASSENTAMENTO DE TUBOS DE CONCRETO, SIMPLES OU ARMADO, JUNTA ELASTICA, DIAMETRO = 500 MM",ASSENTAMENTOS
65000415,"ASSENTAMENTO DE TUBOS DE CONCRETO, SIMPLES OU ARMADO, JUNTA ELASTICA, DIAMETRO = 600 MM",ASSENTAMENTOS
65003648,"ASSENTAMENTO DE TUBOS DE CONCRETO, SIMPLES OU ARMADO, JUNTA ELASTICA, DIAMETRO = 700 MM",ASSENTAMENTOS
65000416,"ASSENTAMENTO DE TUBOS DE CONCRETO, SIMPLES OU ARMADO, JUNTA ELASTICA, DIAMETRO = 800 MM",ASSENTAMENTOS
65000392,"ASSENTAMENTO DE TUBOS E CONEXOES DE FERRO FUNDIDO, JUNTA ELASTICA, DN 100",ASSENTAMENTOS
65000402,"ASSENTAMENTO DE TUBOS E CONEXOES DE FERRO FUNDIDO, JUNTA ELASTICA, DN 1000",ASSENTAMENTOS
65000393,"ASSENTAMENTO DE TUBOS E CONEXOES DE FERRO FUNDIDO, JUNTA ELASTICA, DN 150",ASSENTAMENTOS
65000394,"ASSENTAMENTO DE TUBOS E CONEXOES DE FERRO FUNDIDO, JUNTA ELASTICA, DN 200",ASSENTAMENTOS
65000395,"ASSENTAMENTO DE TUBOS E CONEXOES DE FERRO FUNDIDO, JUNTA ELASTICA, DN 250",ASSENTAMENTOS
